"host_response_time","host_response_rate","host_is_superhost","host_listings_count","host_total_listings_count","neighbourhood_cleansed","neighbourhood_group_cleansed","latitude","longitude","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","price","security_deposit","cleaning_fee","guests_included","extra_people","minimum_nights","availability_30","availability_60","availability_90","availability_365","number_of_reviews","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","instant_bookable","cancellation_policy","require_guest_profile_picture","require_guest_phone_verification","calculated_host_listings_count","reviews_per_month","count_summary","count_description","count_space","count_neighborhood","count_notes","count_transit","count_host","count_amenities","count_total"
"N/A",94.8888888888889,"f",1,1,"Westlake","Cascade",47.63119424,-122.3413036,"Boat","Private room",2,2,1,2,"Real Bed",150,0,0,1,0,1,30,60,90,365,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","flexible","f","f",1,0,29,85,56,0,0,0,0,7,170
"within a day",100,"f",1,1,"Westlake","Cascade",47.63619004,-122.3425886,"Apartment","Entire home/apt",6,2,2,3,"Real Bed",200,0,0,1,0,1,0,0,0,16,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","flexible","f","f",1,0,42,42,0,0,0,0,0,19,84
"within an hour",81,"f",2,2,"Westlake","Cascade",47.63615549,-122.3404212,"House","Entire home/apt",4,1,1,2,"Real Bed",141,500,45,2,10,1,20,44,74,338,29,94,10,10,9,9,10,9,"t","strict","f","f",1,7.63,32,171,175,66,194,49,70,11,757
"within a day",91,"f",1,1,"Westlake","Cascade",47.63262639,-122.3418006,"Apartment","Entire home/apt",2,1,0,1,"Real Bed",85,0,0,1,0,1,24,49,73,348,2,100,10,10,10,10,10,10,"f","flexible","f","f",1,1.62,47,47,0,0,0,0,49,20,143
"within a few hours",100,"f",1,1,"Westlake","Cascade",47.63167352,-122.3405082,"Boat","Entire home/apt",8,4,4,6,"Real Bed",775,500,100,6,50,2,30,60,90,363,9,98,10,10,10,10,10,9,"f","strict","f","f",1,0.92,44,160,27,19,12,9,75,16,346
"within a few hours",100,"f",1,1,"Westlake","Cascade",47.63730097,-122.3401569,"House","Entire home/apt",4,1,1,2,"Real Bed",195,0,50,1,0,2,30,60,90,365,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","flexible","f","f",1,0,44,44,0,0,0,0,0,22,88
"within a few hours",100,"f",1,1,"Westlake","Cascade",47.62937474,-122.3397464,"Boat","Entire home/apt",4,2,2,3,"Real Bed",249,0,100,1,0,1,30,60,90,365,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","flexible","f","f",1,0,38,38,0,0,0,0,0,8,76
"a few days or more",33,"f",1,1,"Westlake","Cascade",47.62715965,-122.3432228,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",95,0,20,1,0,4,0,0,10,10,6,97,10,8,10,9,9,10,"f","flexible","f","f",1,0.57,37,172,0,48,145,63,0,0,465
"within a day",50,"f",1,1,"Westlake","Cascade",47.63058331,-122.3434493,"Townhouse","Private room",3,1,1,1,"Real Bed",122,0,0,2,25,1,30,60,90,365,11,100,10,10,10,10,10,10,"f","flexible","f","f",1,1.62,40,135,47,0,0,10,0,17,232
"within a few hours",100,"f",2,2,"Westlake","Cascade",47.62820157,-122.343516,"Apartment","Entire home/apt",4,1,2,2,"Real Bed",170,0,0,1,0,5,0,0,0,0,2,100,10,8,10,10,10,10,"f","strict","f","f",2,0.26,42,188,61,91,0,51,0,10,433
"within a few hours",91,"f",1,1,"Westlake","Cascade",47.63435769,-122.3409903,"Apartment","Private room",2,1,1,1,"Real Bed",65,0,0,1,0,1,13,43,73,345,4,100,9,9,10,10,10,9,"f","moderate","f","f",1,3.75,40,172,14,40,36,43,77,19,422
"within a few hours",100,"f",1,1,"Mann","Central Area",47.62001637,-122.2998046,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",90,0,0,1,0,2,1,1,3,278,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","strict","f","f",1,0,34,42,0,0,0,8,35,8,119
"within an hour",100,"f",1,1,"Mann","Central Area",47.61331951,-122.3005669,"House","Private room",2,1,1,1,"Real Bed",88,0,30,1,0,2,30,60,89,89,8,98,10,10,10,10,10,10,"t","moderate","f","f",1,2.14,39,182,52,0,23,0,43,16,339
"within an hour",100,"f",1,1,"Mann","Central Area",47.61375392,-122.3004575,"House","Entire home/apt",5,1,2,2,"Real Bed",125,100,25,4,20,2,21,49,79,346,132,95,10,10,10,10,9,9,"f","moderate","f","f",1,4.39,38,176,173,48,32,63,105,17,635
"within an hour",100,"f",5,5,"Mann","Central Area",47.62191137,-122.2975011,"Townhouse","Entire home/apt",5,2,2,2,"Real Bed",145,200,120,4,25,2,0,0,0,90,3,93,8,9,10,10,10,9,"f","strict","f","f",3,0.6,41,165,161,46,0,42,165,22,620
"within a few hours",100,"f",6,6,"Mann","Central Area",47.61303672,-122.2994532,"House","Entire home/apt",6,3.5,3,3,"Real Bed",275,995,195,1,0,3,27,57,87,362,2,100,9,10,10,10,9,10,"f","flexible","t","t",4,0.71,41,41,0,0,0,0,33,13,115
"within a day",100,"f",1,1,"Mann","Central Area",47.61825285,-122.2984679,"Townhouse","Private room",1,1,1,1,"Real Bed",60,0,0,1,15,1,28,28,28,244,7,94,9,10,9,9,9,9,"f","flexible","f","f",1,1.4,30,101,12,14,12,16,0,10,185
"within a day",60,"f",2,2,"Mann","Central Area",47.61305967,-122.297385,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",95,200,75,2,50,2,30,60,90,365,93,94,10,10,10,10,9,10,"f","strict","f","f",2,1.72,0,180,180,0,0,0,93,7,453
"within a few hours",100,"f",3,3,"Mann","Central Area",47.60312697,-122.3006707,"House","Entire home/apt",2,1,0,1,"Real Bed",140,0,60,1,0,1,0,0,27,302,24,88,10,10,10,10,9,9,"f","strict","f","f",3,3.91,25,93,38,0,0,17,8,12,181
"within a day",60,"f",2,2,"Mann","Central Area",47.61219763,-122.2977715,"House","Entire home/apt",5,1,2,3,"Real Bed",225,250,150,3,25,3,30,60,90,365,11,95,9,10,10,10,9,9,"f","strict","f","f",2,0.36,34,170,175,0,41,0,93,10,513
"N/A",94.8888888888889,"f",1,1,"Mann","Central Area",47.61858617,-122.3015051,"Townhouse","Private room",2,1,1,1,"Real Bed",60,0,20,1,0,1,23,48,77,77,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","flexible","f","f",1,0,34,171,71,98,9,58,74,16,515
"within a few hours",100,"f",1,1,"Mann","Central Area",47.61608361,-122.2981707,"House","Private room",2,1,1,1,"Real Bed",95,0,25,2,50,1,30,60,90,338,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","flexible","f","f",1,0,66,185,44,60,12,25,45,14,437
"within an hour",100,"f",1,1,"Mann","Central Area",47.60327025,-122.3021606,"Townhouse","Private room",2,1,1,1,"Real Bed",65,300,7,1,0,2,16,44,71,71,16,94,10,10,10,10,8,9,"f","moderate","f","f",1,2.77,82,181,80,79,50,14,96,9,582
"within an hour",100,"f",2,2,"Mann","Central Area",47.617632,-122.3005565,"House","Private room",2,1,1,1,"Real Bed",78,0,0,1,0,1,30,60,90,365,2,100,10,10,10,10,10,10,"f","flexible","f","f",2,1.46,39,178,63,30,0,67,139,14,516
"within a few hours",100,"f",1,1,"Mann","Central Area",47.61780091,-122.3000238,"Apartment","Shared room",2,1,1,1,"Futon",59,100,20,2,0,1,30,60,90,365,1,80,10,10,10,10,10,8,"f","strict","f","f",1,0.18,28,161,9,62,5,28,0,8,293
"within a day",80,"f",1,1,"Mann","Central Area",47.61982203,-122.2979645,"House","Private room",2,1,1,1,"Real Bed",55,0,15,1,15,2,27,57,87,362,27,90,9,9,9,9,9,9,"f","moderate","f","f",1,1.35,43,187,27,68,32,19,55,10,431
"within an hour",100,"f",2,2,"Mann","Central Area",47.61110455,-122.2991321,"House","Private room",2,1,1,1,"Pull-out Sofa",65,0,0,1,0,2,30,60,90,365,28,96,10,10,10,10,9,10,"f","flexible","f","f",2,4.97,38,38,0,0,0,0,0,11,76
"within an hour",100,"f",1,1,"Mann","Central Area",47.61401049,-122.2966074,"House","Private room",2,1,1,1,"Real Bed",175,0,0,1,0,1,30,60,90,365,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","flexible","f","f",1,0,18,18,0,0,0,0,0,11,36
"within a few hours",100,"f",1,1,"Mann","Central Area",47.60957776,-122.2988641,"House","Entire home/apt",6,2,3,3,"Real Bed",160,200,100,1,0,2,11,28,43,222,15,100,10,10,10,10,10,10,"f","moderate","f","f",1,2.9,45,177,52,15,19,39,86,19,433
"N/A",94.8888888888889,"f",1,1,"Mann","Central Area",47.60526922,-122.2987883,"House","Private room",2,1,1,1,"Real Bed",75,100,20,1,0,1,0,26,56,331,6,88,10,8,9,10,8,9,"f","flexible","f","f",1,0.31,41,182,39,50,37,16,106,17,471
"N/A",94.8888888888889,"f",1,1,"Mann","Central Area",47.60423775,-122.2994468,"House","Private room",2,1,1,1,"Real Bed",80,0,10,1,0,2,29,59,89,364,10,98,10,10,10,9,9,10,"f","flexible","f","f",1,1.94,41,143,10,37,0,23,0,11,254
"within an hour",100,"f",2,2,"Mann","Central Area",47.61818758,-122.3019211,"House","Private room",4,1,1,2,"Real Bed",109,0,15,1,0,1,30,60,90,365,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","flexible","f","f",2,0,41,41,0,0,0,0,139,18,221
"within an hour",100,"f",2,2,"Mann","Central Area",47.60888015,-122.2987123,"House","Entire home/apt",2,1,1,1,"Pull-out Sofa",95,0,50,1,0,1,0,0,0,145,8,94,10,10,9,10,9,9,"f","flexible","f","f",2,1.75,41,41,0,0,0,0,0,12,82
"within an hour",90,"f",3,3,"Mann","Central Area",47.61481815,-122.3003435,"Apartment","Entire home/apt",6,1,2,4,"Real Bed",99,250,100,4,0,1,0,0,7,282,66,89,9,9,9,10,9,9,"f","strict","f","f",3,2.19,34,159,79,171,157,55,17,15,672
"N/A",94.8888888888889,"f",1,1,"Mann","Central Area",47.60921741,-122.3025701,"House","Private room",2,1,1,1,"Real Bed",90,0,20,2,10,2,0,0,0,101,2,100,10,9,10,10,10,10,"f","moderate","f","f",1,0.5,25,175,54,24,0,0,0,13,278
"within a day",67,"f",1,1,"Mann","Central Area",47.60846512,-122.2968542,"House","Entire home/apt",4,1.5,1,2,"Real Bed",73,500,45,2,50,2,0,0,0,0,6,92,10,9,10,10,9,10,"f","moderate","f","f",1,0.94,33,178,164,149,98,56,20,12,698
"within an hour",100,"f",3,3,"Mann","Central Area",47.62013918,-122.2963572,"House","Entire home/apt",6,2,2,2,"Real Bed",170,100,75,3,25,4,0,0,18,293,27,96,10,9,10,10,10,9,"f","flexible","f","f",3,1.49,43,191,192,124,45,26,36,20,657
"within a day",50,"f",1,1,"Mann","Central Area",47.62022332,-122.2985775,"Townhouse","Private room",2,2,1,1,"Real Bed",90,0,20,1,0,1,30,60,90,365,8,98,10,10,10,10,10,9,"f","moderate","f","f",1,1.64,82,179,19,120,47,65,52,18,564
"within an hour",100,"f",1,1,"Mann","Central Area",47.61231304,-122.2982522,"House","Entire home/apt",3,1,1,2,"Real Bed",82,0,40,2,30,3,23,53,72,347,181,95,9,10,10,10,9,9,"f","moderate","t","t",1,3.29,40,168,139,38,47,25,78,21,535
"within a day",100,"f",1,1,"Mann","Central Area",47.61871017,-122.2964238,"House","Entire home/apt",4,1,2,2,"Real Bed",250,0,40,1,0,2,30,60,90,179,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","flexible","f","f",1,0,45,45,0,0,0,0,0,23,90
"N/A",94.8888888888889,"f",1,1,"Mann","Central Area",47.61518001,-122.3016135,"House","Entire home/apt",4,1,2,2,"Real Bed",199,0,75,4,35,2,0,0,0,149,3,100,10,9,10,10,9,9,"f","strict","f","f",1,0.19,41,166,167,21,18,30,58,13,501
"within a day",100,"f",1,1,"Mann","Central Area",47.6128511,-122.2996815,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",105,0,0,2,25,2,30,60,90,365,56,96,10,10,10,10,9,9,"f","moderate","f","t",1,1.6,0,199,199,0,0,0,14,8,412
"within a day",50,"f",2,2,"Mann","Central Area",47.61323754,-122.2976686,"House","Entire home/apt",8,2,2,2,"Real Bed",250,350,50,4,50,1,0,0,0,176,1,80,8,6,10,10,8,4,"f","flexible","f","f",2,0.22,46,172,119,180,0,31,25,12,573
"N/A",94.8888888888889,"f",1,1,"Mann","Central Area",47.61118873,-122.3007846,"House","Entire home/apt",5,1,2,2,"Real Bed",175,250,100,5,0,2,2,32,62,337,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","moderate","f","f",1,0,46,180,183,135,116,54,8,19,722
"within a day",100,"f",1,1,"Mann","Central Area",47.61662263,-122.298606,"House","Entire home/apt",3,1,1,1,"Real Bed",95,95,0,2,15,2,26,56,86,175,54,96,10,9,10,10,9,10,"f","strict","f","f",1,2.41,37,173,152,153,53,75,128,15,771
"N/A",94.8888888888889,"f",1,1,"Mann","Central Area",47.61297673,-122.3014731,"House","Private room",2,1,1,1,"Real Bed",65,0,40,1,10,1,0,0,0,219,12,90,9,8,10,10,9,9,"f","moderate","f","f",1,1.6,32,81,18,0,7,0,94,11,232
"within a few hours",100,"f",1,1,"Mann","Central Area",47.61379617,-122.3007285,"Apartment","Entire home/apt",3,1,1,1,"Real Bed",120,0,0,1,0,1,7,37,66,66,8,100,10,10,10,10,9,10,"f","flexible","f","f",1,1.36,39,39,0,0,0,0,0,14,78
"within a day",100,"f",1,1,"Mann","Central Area",47.61942863,-122.2982765,"Townhouse","Entire home/apt",5,1.5,2,2,"Real Bed",300,400,100,1,0,3,30,60,90,365,1,100,10,10,10,10,10,8,"f","strict","f","f",1,0.23,39,155,63,53,0,0,21,12,331
"within a day",78,"f",1,1,"Mann","Central Area",47.6182221,-122.2985362,"House","Entire home/apt",2,1,1,1,"Real Bed",109,0,25,1,0,3,16,46,76,165,46,95,10,10,10,10,9,10,"f","moderate","f","f",1,2.77,41,181,87,160,139,47,76,15,731
"within a few hours",100,"f",1,1,"Mann","Central Area",47.61049873,-122.2972573,"Apartment","Entire home/apt",3,1,1,1,"Real Bed",75,250,60,1,0,3,0,0,0,92,1,100,10,10,10,10,10,10,"f","moderate","f","f",1,0.64,34,34,0,0,0,0,97,12,165
"within an hour",90,"f",3,3,"Mann","Central Area",47.6101556,-122.3024077,"Apartment","Entire home/apt",6,1,2,3,"Real Bed",99,250,100,4,10,1,0,0,0,255,10,84,9,9,9,9,8,8,"f","strict","f","f",3,1.69,33,181,149,168,69,75,17,15,692
"within an hour",100,"f",5,5,"Mann","Central Area",47.62233688,-122.2974357,"House","Entire home/apt",5,2.5,3,3,"Real Bed",150,200,140,4,25,1,0,0,0,46,25,97,10,10,10,10,10,9,"f","strict","f","f",3,0.62,0,165,165,47,60,31,165,20,633
"within a few hours",100,"f",1,1,"Mann","Central Area",47.60952299,-122.2986581,"House","Entire home/apt",6,1.5,3,4,"Real Bed",175,0,60,4,15,1,24,54,83,83,2,100,10,10,10,10,9,9,"f","strict","f","f",1,2,38,176,73,32,55,34,72,21,480
"within a few hours",100,"f",2,2,"Mann","Central Area",47.61847456,-122.2986787,"Apartment","Private room",2,1,1,1,"Real Bed",45,0,0,1,10,1,0,0,0,33,1,100,10,8,10,10,8,10,"f","flexible","f","f",2,1,50,172,57,155,0,171,149,16,754
"within a few hours",100,"f",1,1,"Mann","Central Area",47.6104028,-122.3003326,"Apartment","Entire home/apt",4,1,2,2,"Real Bed",95,150,40,1,0,2,11,41,71,346,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","moderate","f","f",1,0,32,174,47,185,13,36,0,19,487
"within a few hours",100,"f",2,2,"Mann","Central Area",47.61916109,-122.2986551,"Townhouse","Private room",2,1.5,1,1,"Real Bed",50,0,0,0,10,1,8,30,50,303,12,98,10,10,10,10,10,10,"f","flexible","f","f",2,7.2,48,185,0,108,0,137,149,17,627
"within a few hours",100,"f",1,1,"Mann","Central Area",47.6172088,-122.3017538,"House","Private room",2,1,1,1,"Real Bed",129,0,10,1,10,1,30,60,90,365,28,88,9,9,10,10,9,9,"f","flexible","f","f",1,6.22,80,197,0,38,0,38,27,15,380
"within a few hours",100,"f",6,6,"Mann","Central Area",47.6128668,-122.2984791,"House","Entire home/apt",6,3.5,3,3,"Real Bed",295,995,195,1,0,1,30,60,90,365,22,96,9,10,10,10,9,9,"f","strict","t","t",4,1.07,50,175,114,0,0,0,33,11,372
"within an hour",90,"f",3,3,"Mann","Central Area",47.61560788,-122.301896,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",99,250,100,1,0,1,30,60,90,365,1,100,10,10,10,10,10,10,"f","strict","f","f",3,0.77,38,169,65,29,0,33,17,19,351
"within a few hours",90,"f",1,1,"Mann","Central Area",47.6174257,-122.3009016,"House","Entire home/apt",6,2.5,2,3,"Real Bed",175,500,200,6,0,2,5,25,25,242,17,95,10,10,10,10,10,9,"f","strict","f","f",1,2.52,50,192,93,37,0,7,47,19,426
"within an hour",100,"f",1,1,"Mann","Central Area",47.60881884,-122.3007355,"House","Entire home/apt",5,2,2,3,"Real Bed",150,200,100,6,25,1,0,0,0,67,1,80,10,10,10,10,8,8,"f","flexible","f","f",1,0.77,45,96,51,0,0,0,0,17,192
"within a day",50,"f",2,2,"Mann","Central Area",47.61294386,-122.2985568,"House","Private room",2,1,1,1,"Real Bed",109,0,0,1,0,1,30,60,90,365,6,100,10,10,10,10,10,10,"f","flexible","f","f",2,0.32,42,177,180,66,0,31,25,6,521
"within an hour",100,"f",1,1,"Mann","Central Area",47.61837466,-122.2977052,"Apartment","Entire home/apt",4,1,1,2,"Real Bed",85,0,10,2,5,2,22,47,73,342,15,95,10,9,10,10,10,10,"f","moderate","f","f",1,1.28,50,202,100,48,21,65,92,14,578
"within an hour",90,"f",1,1,"Mann","Central Area",47.61027136,-122.3018688,"Apartment","Entire home/apt",3,1,1,1,"Real Bed",80,0,50,2,5,2,20,46,76,335,35,94,10,10,10,10,9,9,"f","moderate","f","f",1,3.58,45,187,183,189,167,174,143,22,1088
"a few days or more",40,"f",1,1,"Mann","Central Area",47.61596816,-122.2982173,"House","Private room",4,2.5,1,2,"Real Bed",115,0,0,1,0,1,30,60,90,365,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","flexible","f","f",1,0,14,14,0,0,0,0,2,0,30
"within an hour",100,"f",1,1,"Mann","Central Area",47.60279528,-122.3016744,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",85,0,0,1,10,2,21,32,54,131,88,98,10,10,10,10,9,10,"f","moderate","f","f",1,4.63,38,161,38,32,68,16,208,19,561
"within an hour",100,"f",1,1,"Madrona","Central Area",47.60913636,-122.2951883,"House","Entire home/apt",4,2,2,2,"Real Bed",200,0,100,1,0,1,0,0,0,37,1,100,10,10,10,10,10,10,"f","flexible","f","f",1,0.48,7,7,0,0,0,0,0,11,14
"within an hour",100,"f",1,1,"Madrona","Central Area",47.61815492,-122.2875826,"House","Entire home/apt",4,1,1,2,"Real Bed",130,2500,75,4,0,2,23,53,83,358,13,98,10,10,10,10,10,10,"f","strict","f","f",1,2.6,28,131,10,13,25,23,0,19,230
"N/A",94.8888888888889,"f",1,1,"Madrona","Central Area",47.61619938,-122.2911922,"Apartment","Private room",2,1,1,1,"Real Bed",66,0,15,1,0,1,0,26,56,331,6,100,10,10,10,10,10,10,"f","flexible","f","f",1,0.88,35,176,0,72,0,57,7,6,347
"within a day",50,"f",1,1,"Madrona","Central Area",47.61043977,-122.2956121,"House","Private room",2,1,1,1,"Real Bed",50,0,0,1,0,1,19,44,73,73,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","flexible","f","f",1,0,47,167,33,19,16,28,216,26,526
"N/A",94.8888888888889,"f",1,1,"Madrona","Central Area",47.61455596,-122.2901788,"House","Entire home/apt",4,1.5,2,2,"Real Bed",375,500,0,1,0,3,30,60,90,365,1,100,10,10,10,10,10,10,"f","strict","f","f",1,0.2,36,36,0,0,0,0,0,9,72
"within an hour",100,"f",2,2,"Madrona","Central Area",47.61093922,-122.2940892,"House","Entire home/apt",6,2,3,5,"Real Bed",240,0,25,1,0,3,0,0,0,149,3,93,9,9,10,10,10,9,"t","moderate","f","f",1,0.58,36,36,0,0,0,0,27,14,99
"N/A",94.8888888888889,"f",1,1,"Madrona","Central Area",47.61093444,-122.2938206,"House","Entire home/apt",5,1,2,2,"Real Bed",189,175,45,1,0,2,0,0,0,98,1,100,10,10,10,10,10,9.45224541429475,"f","flexible","f","f",1,0.29,46,172,82,0,8,0,82,14,390
"N/A",94.8888888888889,"f",1,1,"Madrona","Central Area",47.61096566,-122.2933271,"House","Entire home/apt",6,3.5,4,5,"Real Bed",250,250,75,5,25,3,0,0,0,19,1,100,10,10,10,10,10,10,"f","moderate","f","f",1,0.15,45,45,0,0,0,0,91,17,181
"within a day",100,"f",1,1,"Madrona","Central Area",47.60865741,-122.2948638,"Apartment","Entire home/apt",2,1,0,1,"Real Bed",90,250,61,2,50,2,0,0,0,0,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","moderate","f","f",1,0,40,170,176,0,0,0,68,12,454
"within a day",100,"f",1,1,"Madrona","Central Area",47.61495757,-122.2891259,"Townhouse","Entire home/apt",7,1.5,0,2,"Real Bed",155,500,100,7,0,3,30,60,62,106,1,100,10,10,10,10,10,10,"f","strict","f","f",1,0.68,36,164,64,58,19,28,0,20,369
"within a day",75,"f",1,1,"Madrona","Central Area",47.60974857,-122.2901086,"House","Entire home/apt",8,3,4,5,"Real Bed",195,0,100,1,0,3,0,23,50,322,2,80,9,7,8,9,10,10,"f","strict","f","f",1,0.37,0,80,80,0,0,0,52,13,212
"N/A",94.8888888888889,"f",1,1,"Madrona","Central Area",47.61028148,-122.2957444,"Apartment","Entire home/apt",3,1,0,1,"Real Bed",200,500,50,2,10,3,0,0,0,0,12,93,9,10,10,10,8,9,"f","strict","f","f",1,0.7,42,179,109,107,0,17,1,12,455
"within a few hours",100,"f",1,1,"Madrona","Central Area",47.61498154,-122.2835697,"House","Entire home/apt",5,1,2,3,"Real Bed",225,500,100,4,25,3,0,0,0,119,0,94.5392620624409,9.63639240506329,9.5563981042654,9.78670886075949,9.80959898958004,9.60891558646854,9.45224541429475,"f","flexible","f","f",1,0,44,176,141,71,0,71,10,8,513
"within an hour",100,"f",1,1,"Madrona","Central Area",47.61853609,-122.2957238,"Apartment","Entire home/apt",2,1,0,1,"Real Bed",135,100,65,1,0,2,28,58,88,363,26,95,9,10,10,10,9,9,"f","flexible","f","f",1,3.24,40,167,41,40,24,43,227,12,582
"within a few hours",100,"f",1,1,"Madrona","Central Area",47.61251153,-122.2899442,"Loft","Entire home/apt",2,1,1,1,"Real Bed",85,200,35,1,0,2,30,60,90,365,2,100,10,10,10,10,10,9,"f","strict","f","f",1,0.63,33,126,5,35,0,38,49,8,286
"within an hour",100,"f",1,1,"Madrona","Central Area",47.61121662,-122.2960782,"Apartment","Entire home/apt",4,1,2,2,"Real Bed",110,0,20,2,15,1,25,52,80,344,1,100,10,10,10,10,10,10,"f","moderate","f","f",1,1,43,162,0,18,0,44,20,15,287
"within a few hours",100,"f",1,1,"Madrona","Central Area",47.61601739,-122.2926619,"Townhouse","Entire home/apt",4,1,1,2,"Real Bed",110,300,25,3,35,1,10,40,70,345,10,94,10,9,10,10,9,10,"f","moderate","f","f",1,1.88,40,181,41,26,0,55,54,11,397
"within a day",100,"f",1,1,"Madrona","Central Area",47.6101887,-122.2921704,"House","Entire home/apt",5,1,2,2,"Real Bed",250,0,0,1,0,2,10,13,13,43,1,100,10,8,10,10,10,10,"f","flexible","f","f",1,1,46,191,27,81,41,52,29,19,467
"within a few hours",100,"f",1,1,"Madrona","Central Area",47.61152475,-122.2888187,"Other","Entire home/apt",2,1,1,1,"Real Bed",85,0,15,1,0,1,16,39,69,344,11,98,10,10,10,10,10,10,"f","strict","f","f",1,4.23,37,173,40,74,74,24,163,17,585
"within a day",67,"f",1,1,"Madrona","Central Area",47.61126858,-122.2914648,"House","Private room",1,1.5,1,1,"Real Bed",50,500,10,1,0,1,30,60,89,89,11,89,10,9,9,9,9,9,"f","flexible","f","f",1,2.04,44,44,0,0,0,0,128,10,216
"within an hour",100,"f",1,1,"Madrona","Central Area",47.61568371,-122.285174,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",78,0,45,2,12,1,8,25,54,54,4,95,10,10,10,10,10,10,"t","moderate","f","f",1,4,34,171,140,62,43,68,89,24,607
